ID,Description,Entry_ID,Comment,Media_IDs,Semantic_Domain,alt_translation1
SN000442,burst (imperfective aspect); explode (imperfective aspect),LX000266,,,,лопаться
SN000443,thanks,barkalla,,,,спасибо
SN000444,plenty; abundance; prosperity,barkat,,,Loanword,благодать; изобилие; достаток; продуктивность
SN000445,excellent; perfect; superb,barkawance,,,,превосходный
SN000446,within; inside,barkleb_1,,,,внутри; (во)внутрь
SN000447,within; inside,barkleb_2,,,,внутри; (во)внутрь
SN000448,chudu,LX000267,,,,чуду
SN000449,wrap (perfective aspect),LX000268,,,,завернуть
SN000450,bring up (perfective aspect); educate (perfective aspect); train (perfective aspect),LX000269,,,,воспитать; дрессировать; учить
SN000451,breeding; manners; upbringing,LX000270,,,,воспитанность
SN000452,do (perfective aspect); make (perfective aspect); build (perfective aspect),LX000271,,,,сделать; построить; выстроить
SN000453,give birth (perfective aspect); bear (perfective aspect),LX000271,,,,родить
SN000454,business; occupation,LX000272,,,,дела; занятие; работа
SN000455,collect (perfective aspect); gather (perfective aspect),LX000273,,,,собрать
SN000456,change,bars_1,,,,менять
SN000457,changed,bars_2,,,,поменявшийся
SN000458,change (perfective aspect),LX000274,,,,менять
SN000459,fight back (perfective aspect); resist (perfective aspect),LX000275,,,,драться в ответ; сопротивляться
SN000460,change (imperfective aspect),LX000276,,,,менять
SN000461,exchange (imperfective aspect); trade (imperfective aspect); change (imperfective aspect),LX000277,,,,меняться
SN000462,exchange (perfective aspect); trade (perfective aspect); change (perfective aspect),LX000278,,,,поменяться
SN000463,get fat (perfective aspect),LX000279,,,,толстеть; растолстеть
SN000464,thick; fat,LX000280,,,,толстый
SN000465,thickness,LX000281,,,,толщина
SN000466,rectify (perfective aspect),LX000282,,,,выпрямить
SN000467,enjoy oneself (perfective aspect),bartaqij,,,,веселиться
SN000468,deer,bartkel,,,Animal,олень
SN000469,fortress wall; castle wall,baru,,,,крепостная стена
SN000470,straighten (perfective aspect),LX000283,,,,выпрямить; выровнять; разровнять
SN000471,walk (perfective aspect); escort (perfective aspect),LX000283,,,,провожать; проводить
SN000472,straighten up (perfective aspect),LX000284,,,,выпрямиться
SN000473,straighten out (perfective aspect),LX000285,,,,выпрямиться; выравниваться
SN000474,direct; straight,barxce,,,,прямой
SN000475,correct; right,barxce,,,,правильный; справедливый
SN000476,straightly; directly; correctly,barxle,,,,прямо; ровно; правильно
SN000477,gargle (perfective aspect); rinse (perfective aspect),LX000286,,,,полоскать
SN000478,rinse (perfective aspect); wash (perfective aspect),LX000287,,,,прополоскать
SN000479,sew (perfective aspect),LX000288,,,,сшить
SN000480,together,LX000289,,,,вместе
SN000481,be offended (perfective aspect); take offense (perfective aspect),LX000290,,,,обидеться
SN000482,cool (perfective aspect); chill out (perfective aspect),LX000291,,,,студить; охлаждать
SN000483,freeze (perfective aspect); get cold (perfective aspect); cool down (perfective aspect),LX000292,,,,замёрзнуть; остывать; охлаждать
SN000484,garden,LX000293,,,Loanword,сад
SN000485,flat plate,LX000294,,,Tool,плоская тарелка
SN000486,dispute; competition,LX000295,,,,спор; соревнование
SN000487,dispute (imperfective aspect); compete (imperfective aspect),LX000296,,,,состязаться; соревноваться
SN000488,argue (perfective aspect); dispute (perfective aspect); compete (perfective aspect),LX000297,,,,спорить; состязаться; соревноваться
SN000489,cling (perfective aspect); attach (perfective aspect); glue (perfective aspect),LX000298,,,,цеплять; клеить
SN000490,glue (perfective aspect); stick (perfective aspect); attach (perfective aspect),LX000299,,,,склеить; прицепиться; зацепиться
SN000491,call (perfective aspect); ask (perfective aspect); invite (perfective aspect),LX000300,,,,позвать
SN000492,blur (perfective aspect); dirty (perfective aspect),LX000301,,,,запачкать; пачкать
SN000493,go; walk,LX000302,,,,ходить; идти
SN000494,knead (perfective aspect),LX000303,,,,смесить
SN000495,dirty (perfective aspect); make dirty (perfective aspect),LX000304,,,,пачкать
SN000496,dirty; filthy; stained,LX000305,,,,грязный; испачканный
SN000497,launch into (perfective aspect),LX000306,,,,запустить (во внутрь)
SN000498,let into (perfective aspect),LX000307,,,,запустить
SN000499,send (imperfective aspect),LX000308,,,,отправлять
SN000500,exempt (imperfective aspect); vacate (imperfective aspect); get free (imperfective aspect),bat_bulqij,,,,освобождаться
SN000501,exempt (perfective aspect); vacate (perfective aspect); get free (perfective aspect),bat_buqij,,,,освободиться; вырваться
SN000502,get out (perfective aspect); break out (perfective aspect),LX000309,,,,вырваться
SN000503,release (perfective aspect); set free (perfective aspect),LX000310,,,,отпустить; освободить
SN000504,let go (perfective aspect); let off (perfective aspect); release (perfective aspect),LX000311,,,,отпустить; отпускать
SN000505,lower (perfective aspect); drop (perfective aspect),LX000312,,,,опустить; спустить
SN000506,go down (perfective aspect); get down (perfective aspect); descend (perfective aspect),LX000313,,,,спускаться
SN000507,let go (perfective aspect); let off (perfective aspect); release (perfective aspect),LX000314,,,,отпустить; отпускать
SN000508,send (perfective aspect),LX000315,,,,присылать
SN000509,defend (perfective aspect); protect (perfective aspect); make leave (perfective aspect),bataqij,,,,обороняться; защищать
SN000510,let go (perfective aspect); leave (perfective aspect); free (perfective aspect); send (perfective aspect),LX000316,,,,отпустить; оставить; отправить
SN000511,let (perfective aspect); leave (perfective aspect),batij,,,,отпустить; оставить
SN000512,nettle,LX000317,,,,крапива
SN000513,leave (perfective aspect); let (perfective aspect); skip (perfective aspect),LX000318,,,,пропускать; оставлять; выпустить
SN000514,domestic duck,LX000319,,,Animal; Loanword,домашняя утка
SN000515,Batichay,LX000320,,,Name,Батичай
SN000516,walk,baxu,,,,походка
SN000517,sow (perfective aspect); plant (perfective aspect),LX000321,,,,посеять; посадить
SN000518,inform (perfective aspect); make know (perfective aspect); explain (perfective aspect),LX000322,,,,сообщить; учить
SN000519,garden,LX000323,,,Loanword,сад
SN000520,know (perfective aspect),LX000324,,,,знать; узнать
SN000521,luck; fortune,LX000325,,,Loanword,везение
SN000522,feed (perfective aspect); make drink (perfective aspect),LX000326,,,,накормить; покормить
SN000523,market,bazar,,,Loanword,рынок; базар
SN000524,brother-in-law,LX000327,,,Kinship; Loanword,свояк
SN000525,brother-in-law; husband of sister-in-law,LX000328,,,Kinship; Loanword,свояк
SN000526,try (perfective aspect); strive (perfective aspect),LX000329,,,,стараться; успевать
SN000527,try (perfective aspect),LX000330,,,,стараться
SN000528,bazhuk; witch,LX000331,,,Religion & Mythology,бажук; баба яга
SN000529,baba yaga; witch,LX000332,,,,баба-яга; баба-яга-старуха
SN000530,side; direction; direct,LX000333,,,,сторона; направление
SN000531,façade; side; direction,LX000334,,,,фасад; сторона; направление
SN000532,leaf; page,LX000335,,,,лист
SN000533,slope,LX000335,,,,склон
SN000534,end,LX000336,,,,конец
SN000535,beginning; start,LX000336,,,,начало
SN000536,edge; border; rim,LX000336,,,,край
SN000537,direct (perfective aspect); point (perfective aspect); show (perfective aspect),LX000337,,,,направить
SN000538,direct (imperfective aspect); point (imperfective aspect); show (imperfective aspect),LX000338,,,,направлять
SN000539,bend (perfective aspect); bend down (perfective aspect),LX000339,,,,нагнуться; пригнуться
SN000540,turn hither (perfective aspect),LX000340,,,,повернуться
SN000541,begin (perfective aspect); start (perfective aspect),LX000341,,,,начать
SN000542,begin (perfective aspect); start (perfective aspect),LX000342,,,,начаться
SN000543,begin (imperfective aspect); start (imperfective aspect),LX000343,,,,начать(ся); начинать(ся)
SN000544,begin (perfective aspect); start (perfective aspect),LX000344,,,,начаться
SN000545,bully; hooligan; prankster,LX000345,,,,хулиган
SN000546,face up,LX000346,,,,лицом вверх
SN000547,face down; prone; prying,LX000347,,,,лицом вниз; ничком
SN000548,face down; prone; prying,LX000348,,,,лицом вниз; ничком
SN000549,begin (imperfective aspect); start (imperfective aspect),LX000349,,,,начать(ся); начинать(ся)
SN000550,block (perfective aspect); seal (perfective aspect); shut (perfective aspect); close (perfective aspect),LX000350,,,,заткнуть; заделать; загромождать
SN000551,begin (imperfective aspect); start (imperfective aspect),LX000351,,,,начинать
SN000552,sweet cherry,LX000352,,,Plant; Food,черешня
SN000553,[plural suffix],-be,,,,[множественное число]
SN000554,slay (perfective aspect); kill (perfective aspect),LX000353,,,,умерщвлять
SN000555,dead,LX000354,,,,мертвый
SN000556,dead,LX000355,,,,мёртвый
SN000557,skeleton,LX000356,,,Body part,скелет
SN000558,die (perfective aspect),LX000357,,,,умереть
SN000559,stomp (perfective aspect); tread (perfective aspect); trample (perfective aspect),bebgij,,,,топнуть; топтать; растоптать
